Name,Mean,MeanLB,MeanUB,Stddev,StddevLB,StddevUB
Z3/v-->v/V1/Chc/0/numPlain/0/Compression/0.0/VCore_Total/1/VCorePlain/1/VCoreVar/1/Variants/1,0.38920160741507936,0.36158974582500003,0.4077606448261905,3.899434299148011e-2,1.7025790712218786e-2,5.21772307769754e-2
Z3/v-->v/V2/Chc/0/numPlain/0/Compression/0.0/VCore_Total/1/VCorePlain/1/VCoreVar/1/Variants/1,0.4851195278729762,0.4461244291391667,0.5051539249521428,4.402500563391674e-2,1.7434814282531623e-2,6.1243517284965465e-2
Z3/v-->v/V3/Chc/0/numPlain/0/Compression/0.0/VCore_Total/1/VCorePlain/1/VCoreVar/1/Variants/1,0.1264567211372619,0.1209547572247619,0.12908528170583333,6.3139060232274054e-3,2.768181594316148e-3,1.0172547760195853e-2
Z3/v-->v/V4/Chc/0/numPlain/0/Compression/0.0/VCore_Total/1/VCorePlain/1/VCoreVar/1/Variants/1,0.1131224963677381,0.11136168155297618,0.11589670137916668,3.667416996791428e-3,2.317317328500346e-3,5.232519383341147e-3
Z3/v-->v/V1*V2/Chc/3250/numPlain/3250/Compression/0.48846573/VCore_Total/30495/VCorePlain/27245/VCoreVar/27245/Variants/4,0.7542675800769841,0.7350324192555555,0.7723950710319841,3.148138558459937e-2,2.4918394190244986e-2,4.2713415423256004e-2
Z3/v-->v/V1*V2*V3/Chc/4015/numPlain/4015/Compression/0.24733596/VCore_Total/30892/VCorePlain/26898/VCoreVar/26898/Variants/8,1.4348145653456748,1.396230163651508,1.4597805982208334,5.02068449821766e-2,2.7766903132640873e-2,8.18938750687399e-2
Z3/v-->v/V1*V2*V3*V4/Chc/4212/numPlain/4212/Compression/0.12371111/VCore_Total/30999/VCorePlain/26808/VCoreVar/26808/Variants/16,2.990393589691984,2.932498030375,3.022246052088095,7.157463752514875e-2,4.6494687418416836e-2,0.10249876301342575
Z3/p-->v/V1/Chc/0/numPlain/0/Compression/0.0/VCore_Total/1/VCorePlain/1/VCoreVar/1/Variants/1,0.3792985300554365,0.35513143311714285,0.3983877926238889,3.5413788982756045e-2,2.636276529112989e-2,4.89669482640214e-2
Z3/p-->v/V2/Chc/0/numPlain/0/Compression/0.0/VCore_Total/1/VCorePlain/1/VCoreVar/1/Variants/1,0.4903524234572222,0.4579790769305555,0.5098434280938889,4.2529645040102974e-2,2.14811894945024e-2,5.738297302896045e-2
Z3/p-->v/V3/Chc/0/numPlain/0/Compression/0.0/VCore_Total/1/VCorePlain/1/VCoreVar/1/Variants/1,0.13169032024559524,0.12665535704809522,0.1367011034145238,8.13921880707681e-3,5.870286464964361e-3,1.1881543685718527e-2
Z3/p-->v/V4/Chc/0/numPlain/0/Compression/0.0/VCore_Total/1/VCorePlain/1/VCoreVar/1/Variants/1,0.10796020898234127,0.10430825357150794,0.11186057750055556,6.350211461310906e-3,4.054633081803604e-3,1.0397084954308503e-2
Z3/p-->v/V1*V2/Chc/0/numPlain/0/Compression/0.0/VCore_Total/4/VCorePlain/4/VCoreVar/4/Variants/1,1.7032320064395237,1.5974635579166665,1.7428936371316666,0.10202090930004143,2.5582658535207387e-2,0.16477050880141145
Z3/p-->v/V1*V2*V3/Chc/0/numPlain/0/Compression/0.0/VCore_Total/8/VCorePlain/8/VCoreVar/8/Variants/1,3.6421241363293655,3.620759421890476,3.669523809569365,4.191958589523004e-2,2.9874870592362022e-2,5.408787683800164e-2
Z3/p-->v/V1*V2*V3*V4/Chc/0/numPlain/0/Compression/0.0/VCore_Total/16/VCorePlain/16/VCoreVar/16/Variants/1,7.487424031040279,7.36634095272,7.575199311516111,0.17551219184880026,0.13071533636747606,0.21621554995372746
Z3/p-->p/V1/Chc/0/numPlain/0/Compression/0.0/VCore_Total/1/VCorePlain/1/VCoreVar/1/Variants/1,3.547301208717619,3.454673884334286,3.6030388987400004,0.11863251192798452,5.0113353736278676e-2,0.19035164724423884
Z3/p-->p/V2/Chc/0/numPlain/0/Compression/0.0/VCore_Total/1/VCorePlain/1/VCoreVar/1/Variants/1,4.62347013431004,4.5631552808323015,4.6993950676617064,0.11549617301764997,8.163771875696436e-2,0.16726234295158293
Z3/p-->p/V3/Chc/0/numPlain/0/Compression/0.0/VCore_Total/1/VCorePlain/1/VCoreVar/1/Variants/1,0.7386920308523413,0.7189592927850794,0.7683019926991668,4.0605025347317206e-2,2.2753392196960452e-2,6.415770543606976e-2
Z3/p-->p/V4/Chc/0/numPlain/0/Compression/0.0/VCore_Total/1/VCorePlain/1/VCoreVar/1/Variants/1,0.6341957400352778,0.5805632085125,0.6567973990547222,5.539960613026201e-2,2.225101735380102e-2,0.10097678422236762
Z3/p-->p/V1*V2/Chc/0/numPlain/0/Compression/0.0/VCore_Total/4/VCorePlain/4/VCoreVar/4/Variants/1,13.283366511501033,13.137518267832698,13.399083822195555,0.20514088592500282,0.11888343919770215,0.31443351846851303
Z3/p-->p/V1*V2*V3/Chc/0/numPlain/0/Compression/0.0/VCore_Total/8/VCorePlain/8/VCoreVar/8/Variants/1,24.23260089594881,24.024233096915474,24.34246550818214,0.2549588227718671,0.13750421715058994,0.4091133668043669
Z3/p-->p/V1*V2*V3*V4/Chc/0/numPlain/0/Compression/0.0/VCore_Total/16/VCorePlain/16/VCoreVar/16/Variants/1,46.251960658970475,45.92693355695333,46.45660727245,0.43593894073511685,0.2759501984175562,0.6162200928119163
Z3/v-->p/V1/Chc/0/numPlain/0/Compression/0.0/VCore_Total/1/VCorePlain/1/VCoreVar/1/Variants/1,8.210510213589189e-3,8.191455337062937e-3,8.238042644949494e-3,3.7456781788988685e-5,2.1992003325978103e-5,5.7510999200376956e-5
Z3/v-->p/V2/Chc/0/numPlain/0/Compression/0.0/VCore_Total/1/VCorePlain/1/VCoreVar/1/Variants/1,1.3208873794361472e-2,1.3166073036147186e-2,1.3365000371742425e-2,1.1990704246507806e-4,2.5843043765449614e-5,2.0945738438074807e-4
Z3/v-->p/V3/Chc/0/numPlain/0/Compression/0.0/VCore_Total/1/VCorePlain/1/VCoreVar/1/Variants/1,1.0266010252379773e-3,1.0147817612080143e-3,1.0391892952667208e-3,2.072930729171917e-5,1.5365289147627668e-5,2.786722102475488e-5
Z3/v-->p/V4/Chc/0/numPlain/0/Compression/0.0/VCore_Total/1/VCorePlain/1/VCoreVar/1/Variants/1,1.7099807593894995e-3,1.693597754017094e-3,1.729952399206349e-3,3.029041718424697e-5,2.0883959509559073e-5,4.283884432312713e-5
Z3/v-->p/V1*V2/Chc/3250/numPlain/3250/Compression/0.48846573/VCore_Total/30495/VCorePlain/27245/VCoreVar/27245/Variants/4,12.338100243780278,12.237255361024445,12.415639895059446,0.147462066530423,9.966064956781785e-2,0.19550187677558162
Z3/v-->p/V1*V2*V3/Chc/4015/numPlain/4015/Compression/0.24733596/VCore_Total/30892/VCorePlain/26898/VCoreVar/26898/Variants/8,22.124122353602697,22.01495655778111,22.245339265377616,0.19602687779339045,0.1497148815357045,0.26101153075202554
Z3/v-->p/V1*V2*V3*V4/Chc/4212/numPlain/4212/Compression/0.12371111/VCore_Total/30999/VCorePlain/26808/VCoreVar/26808/Variants/16,40.94715994598087,40.68293207848445,41.179350457098096,0.4238868093372036,0.26975460770857645,0.620773012515237
